courseID,courseTitle,URL,outcomeLearning,provider,technologySkill,rating,peopleRating,numStudent,duration,durationSecond,fee,feeVND,level,majobSubject,language
COURSE_134,"The Comprehensive 2021 Android Development Masterclass",https://www.udemy.com/course/complete-android-developer-course/,"Master Java Programming Language Build Dynamic Android Apps From Scratch Master Android Development and MVC Pattern when Building Android Apps Master Modern Android Development with DataBinding Build Several Android Apps with the latest Android API's: ROOM, Firebase, Firestore and ML Kit Face Recognition Learn Android Development Best Practices Learn Android User Interface Design Master the Android Studio IDE and Become More Productive Learn How to Publish Android Apps to Google Play",Udemy,"Firebase, Android, API, Android Studio, Java",4.6,3514,20308,49h 33m,178380,12.99,299056,"All Levels","Mobile Development","English, French, German, Indonesian, Italian, Polish, Spanish, Thai"
COURSE_135,"iOS 9 and Swift 2: From Beginner to Paid Professional™",https://www.udemy.com/course/ios9-swift/,"Apply to Jr iOS development jobs Build apps at your current development job Master iOS 9 Master Swift 2 Build and release iOS 9 & Swift 2 apps to the Apple App Store",Udemy,"iOS, Swift",4.1,5686,37106,51h 0m,183600,12.99,299056,"All Levels","Mobile Development","English, French, German, Indonesian, Italian, Polish, Spanish, Thai"
COURSE_136,"React Native: Advanced Concepts",https://www.udemy.com/course/react-native-advanced/,"Make compelling applications using expert-level features of React Native Create amazingly smooth and performant animations Build new React Native apps with Expo Understand the latest Navigation options for new React Native apps Add logic to your Firebase backend with Google Cloud Functions Update your users with cross platform Push Notifications Handle your users going offline with Redux Persist",Udemy,"React, Firebase, React Native",4.3,5227,48429,16h 34m,59640,12.99,299056,"Intermediate Level","Mobile Development","English, French, German, Indonesian, Italian, Polish, Spanish, Thai"
COURSE_137,"iOS 11 & Swift 4: From Beginner to Paid Professional™",https://www.udemy.com/course/devslopes-ios11/,"Build iOS 11 & Swift 4 apps Work as an iOS contractor Apply to jr. iOS development jobs Submit iOS apps to the Apple App Store",Udemy,"iOS, Swift",4,4547,40001,43h 17m,155820,12.99,299056,"All Levels","Mobile Development","English, French, German, Indonesian, Italian, Polish, Spanish, Thai"
COURSE_138,"The Complete iOS 11 & Swift Developer Course - Build 20 Apps",https://www.udemy.com/course/complete-ios-11-developer-course/,"Develop any iOS app you want Become a professional iOS developer Build apps for your business or organisation Get app development jobs on freelancer sites",Udemy,iOS,4.4,4136,26954,36h 40m,132000,12.99,299056,"All Levels","Mobile Development","English, French, German, Indonesian, Italian, Polish, Spanish, Thai"
COURSE_139,"Flutter & Dart - The Complete Flutter App Development Course",https://www.udemy.com/course/flutter-dart-the-complete-flutter-app-development-course/,"Be ABLE to Build Any iOS and Android App You Want MASTER Dart and Flutter Framework BUILD Full-fledged Apps for Your Startup or Business CREATE a Portfolio of Apps to Apply for Development Job WORK as A Cross-Platform Mobile Developer Who can Develop iOS and Android Apps GAIN a Competitive Advantage in the Workplace as a Flutter Mobile Developer",Udemy,"Android, Dart, Flutter, iOS, UI",4.5,4880,23153,25h 48m,92880,12.99,299056,"All Levels","Mobile Development","English, French, German, Indonesian, Italian, Polish, Spanish, Thai"
COURSE_140,"Android App Development Masterclass using Kotlin",https://www.udemy.com/course/android-oreo-kotlin-app-masterclass/,"Learn the core Android app development and Kotlin skills to build real Android apps. Learn how to target current and older versions of Android when writing your apps. Understand how to create Android apps using Kotlin. Be able to apply for Android app development roles.",Udemy,"Kotlin, Android",4.4,5667,38111,62h 14m,224040,12.99,299056,"Beginner Level","Mobile Development","English, French, German, Indonesian, Italian, Polish, Spanish, Thai"
COURSE_141,"The Complete Android R + Java Developer Course™ : 2021",https://www.udemy.com/course/java-android-complete-guide/,"Apply for your dream job as an Android Developer Build complex, production ready Java Android Applications Build server based Android Applications with Paypal integration from scratch Build a fantastic resume in order to show to employers Create Professional Java Applications Create Great Android Applications Bring your own App Idea to Life Master Java Programming Language",Udemy,"Android, Java",4.5,4309,33725,167h 13m,601980,12.99,299056,"All Levels","Mobile Development","English, French, German, Indonesian, Italian, Polish, Spanish, Thai"
COURSE_142,"Dart and Flutter: The Complete Developer's Guide",https://www.udemy.com/course/dart-and-flutter-the-complete-developers-guide/,"Build beautiful multi-screen apps with Flutter Understand the different approaches for loading and maintaining data in Flutter apps Create and publish open source projects using Dart Learn how to build offline-enabled apps with incredibly efficient data loading Comprehend the best method for reading the incredible amount of Flutter documentation Store long-term data on a user's physical device using SQLite Master streams and understand reactive programming to create Flutter apps",Udemy,"Flutter, Dart, SQL",4.5,4643,25957,31h 13m,112380,12.99,299056,"All Levels","Mobile Development","English, French, German, Indonesian, Italian, Polish, Spanish, Thai"
COURSE_143,"The Complete Xamarin Developer Course: iOS And Android!",https://www.udemy.com/course/complete-xamarin-developer-course-ios-and-android/,"Create native Android and iOS apps that share up to 100% code Apply for junior mobile development positions (Android and iOS) Increased career options as a Multiplatform developer Learning Xamarin opens up opportunities to build Windows Desktop, Windows Store, Mac, and even smart watch apps that share the logic of your iOS and Android app",Udemy,"Android, Xamarin, iOS",4.5,4187,23070,29h 24m,105840,12.99,299056,"Beginner Level","Mobile Development","English, French, German, Indonesian, Italian, Polish, Spanish, Thai"
COURSE_144,"Kotlin for Android: Beginner to Advanced",https://www.udemy.com/course/devslopes-android-kotlin/,"Build professional, fully functional apps using Kotlin Apply for Jr. Android app development jobs Submit apps to the Google Play store",Udemy,"Kotlin, Android",4.5,2866,14323,22h 52m,82320,94.99,218686,"Beginner Level","Mobile Development","English, French, German, Indonesian, Italian, Polish, Spanish, Thai"
COURSE_145,"Android N: From Beginner to Paid Professional",https://www.udemy.com/course/learn-android/,"Build Android Marshmallow apps Apply for Jr. Android app development jobs Program and code with Java Implement Object Oriented Programming with Java and Android",Udemy,"Java, Android",4.6,2238,15709,24h 52m,89520,124.99,287752,"All Levels","Mobile Development","English, French, German, Indonesian, Italian, Polish, Spanish, Thai"
COURSE_146,"Learn Ionic 3 From Scratch",https://www.udemy.com/course/learn-ionic-3-from-scratch/,"Create a mobile application that interfaces with the GitHub API. Create a real time chat application with Ionic 3 and Firebase Create an application prototype with Adobe Experience Design Have a UX driven approach to application development. Understand the intricacies of Ionic 3 and Angular 4, and use them to make powerful cross platform mobile applications. Integrate a variety of Ionic Native plugins with your mobile applications.",Udemy,"API, GitHub, Firebase, React Native, UX",4.5,2214,8374,12h 34m,45240,94.99,218686,"All Levels","Mobile Development","English, French, German, Indonesian, Italian, Polish, Spanish, Thai"
COURSE_147,"The Complete iOS 12 & Swift Developer Course - Build 28 Apps",https://www.udemy.com/course/ios-12-developer-course/,"Develop any iOS app you want Become a professional iOS developer Build apps for your business or organisation Get app development jobs on freelancer sites",Udemy,iOS,4.6,2103,19715,44h 26m,159960,94.99,218686,"All Levels","Mobile Development","English, French, German, Indonesian, Italian, Polish, Spanish, Thai"
COURSE_148,"The Comprehensive 2021 Android Development Masterclass",https://www.udemy.com/course/android-development-java-android-studio-masterclass/,"Master Java Programming Language Build Dynamic Android Apps From Scratch Master Android Development and MVC Pattern when Building Android Apps Master Modern Android Development with DataBinding Build Several Android Apps with the latest Android API's: ROOM, Firebase, Firestore and ML Kit Face Recognition Learn Android Development Best Practices Learn Android User Interface Design Master the Android Studio IDE and Become More Productive Learn How to Publish Android Apps to Google Play",Udemy,"Firebase, Android, API, Android Studio, Java, Scratch",4.6,3514,20302,49h 33m,178380,94.99,218686,"All Levels","Mobile Development","English, French, German, Indonesian, Italian, Polish, Spanish, Thai"
COURSE_149,"Flutter & Firebase: Build a Complete App for iOS & Android",https://www.udemy.com/course/flutter-firebase-build-a-complete-app-for-ios-android/,"Build a complete, real-world app with Flutter & Firebase Write iOS & Android apps with a single codebase Write production-ready code following best practices and become a competent Flutter developer Fast-track your Flutter learning with practical tips and proven techniques",Udemy,"Flutter, Firebase, Android, iOS",4.6,3255,12997,20h 51m,75060,94.99,218686,"All Levels","Mobile Development","English, French, German, Indonesian, Italian, Polish, Spanish, Thai"
COURSE_150,"The Complete Android 10 & Kotlin Development Masterclass",https://www.udemy.com/course/android-kotlin-developer/,"You can build any Android app you can think of. No matter if it is an idea that you or your friends have, or if it is a contract job that you need to develop. You will build Apps for your portfolio to apply for jr. Android developer Jobs. You'll be able to work as an Android freelancer and work from anywere in the world. Publish your apps on Google Play and generate revenue with Google Pay and Google Ads You'll be able to develop cloud apps using Google Firebase You will be very confident using Kotlin and programming in general",Udemy,"Firebase, Android, Kotlin",4.5,8523,46008,45h 32m,163920,94.99,218686,"All Levels","Mobile Development","English, French, German, Indonesian, Italian, Polish, Spanish, Thai"
COURSE_151,"NativeScript + Angular: Build Native iOS, Android & Web Apps",https://www.udemy.com/course/nativescript-angular-build-native-ios-android-web-apps/,"Build real native mobile apps for iOS and Android with web technologies and the Angular framework Share code to build a web app AND native apps from one and the same codebase Learn how to use the NativeScript ecosystem and features",Udemy,"Android, iOS",4.7,1822,9640,20h 43m,74580,94.99,218686,"All Levels","Mobile Development","English, French, German, Indonesian, Italian, Polish, Spanish, Thai"
COURSE_152,"Android Training & Certification - 49 Projects",https://www.udemy.com/course/android-classroom-training-49-projects-included/,"Make Complete Android Apps from Scratch Understand each and every concept of Android Development Build very simple apps to production level applications ready for Google Play Store",Udemy,"Android, Scratch",4.1,1374,36699,17h 10m,61800,94.99,218686,"All Levels","Mobile Development","English, French, German, Indonesian, Italian, Polish, Spanish, Thai"
COURSE_153,"iOS & Swift: Become An App Developer",https://www.udemy.com/course/devslopes-ios12/,"Submit iOS apps to the Apple App Store Understand the basic concepts of programming Apply for JR iOS developer jobs Work fluently with Swift and iOS Work as an iOS freelancer Master Swift from basics to advanced Learn mobile app design with Sketch Build ARKit & CoreML apps",Udemy,"iOS, Swift",3.7,1391,8943,90h 6m,324360,94.99,218686,"Beginner Level","Mobile Development","English, French, German, Indonesian, Italian, Polish, Spanish, Thai"
COURSE_154,"SwiftUI - Declarative Interfaces for any Apple Device",https://www.udemy.com/course/swiftui-declarative-interfaces-for-any-apple-device/,"Building iOS apps using SwiftUI framework Implementing MVVM Design Pattern using SwiftUI Consuming JSON Web API using SwiftUI SwiftUI for iOS 14",Udemy,"SwiftUI, API, MVVM, iOS, UI",4.7,1847,9272,25h 13m,90780,94.99,218686,"All Levels","Mobile Development","English, French, German, Indonesian, Italian, Polish, Spanish, Thai"
COURSE_155,"How to Make a Freaking iPhone App - iOS 10 and Swift 3",https://www.udemy.com/course/how-to-make-a-freaking-iphone-app-ios-10-swift-3-xcode-8/,"Create 10 fully functional iOS 10 apps Develop a solid understanding of Swift 3 Industry Tips like how to get a job and make money from your apps The basics of Git and GitHub Make Snapchat Clone Make a Pokemon Go Clone",Udemy,"Go, Git, GitHub, Swift, iOS",5,1200,6261,16h 3m,57780,94.99,218686,"Beginner Level","Mobile Development","English, French, German, Indonesian, Italian, Polish, Spanish, Thai"
COURSE_156,"The Complete Flutter App Development Course for Android, iOS",https://www.udemy.com/course/the-complete-flutter-app-development-course-for-android-ios/,"Start developing mobile apps for both Android and iOS with single code base",Udemy,"Android, iOS",3.8,1242,27977,4h 20m,15600,99.99,230197,"All Levels","Mobile Development","English, French, German, Indonesian, Italian, Polish, Spanish, Thai"
COURSE_157,"Kotlin for Android & Java Developers: Clean Code on Android",https://www.udemy.com/course/kotlin-android/,"Write clean code with Kotlin Avoid ceremony and boilerplate code around Android APIs Use functional programming to write concise, expressive code Create Android apps with Kotlin Write readable SQLite transactions using extension functions in Kotlin Use the Kotlin Android Extensions to avoid findViewById() Create multiple activities, layouts and menus",Udemy,"Kotlin, APIs, SQL",4.6,1478,7168,9h 17m,33420,94.99,218686,"Intermediate Level","Mobile Development","English, French, German, Indonesian, Italian, Polish, Spanish, Thai"
COURSE_158,"Dependency Injection in Android with Dagger 2 and Hilt",https://www.udemy.com/course/dependency-injection-in-android-with-dagger/,"Master Dagger and Hilt dependency injection frameworks Understand the relationship between Dagger, Dagger 2 and Hilt Learn the fundamental theory of Dependency Injection in Android Discover the best practices of Android development using Dependency Injection, Dagger and Hilt",Udemy,"Dagger, Android",4.8,1947,8477,12h 1m,43260,94.99,218686,"Intermediate Level","Mobile Development","English, French, German, Indonesian, Italian, Polish, Spanish, Thai"
COURSE_159,"MVVM Design Pattern Using Swift in iOS",https://www.udemy.com/course/mastering-mvvm-for-ios/,"Have a deeper understanding of good iOS architecture apps Build iOS applications using MVVM design pattern",Udemy,"MVVM, iOS",4.5,1964,17827,10h 43m,38580,19.99,46021,"All Levels","Mobile Development","English, French, German, Indonesian, Italian, Polish, Spanish, Thai"
COURSE_160,"Running a Mobile App Dev Business: The Complete Guide",https://www.udemy.com/course/the-complete-guide-to-running-a-mobile-app-dev-business/,"Choose the most effective platform strategy for your business Understand the advantages and disadvantages of Native vs. Hybrid and iOS vs. Android apps Predict the timeline for starting your business and effectively allocate your time Decide between hiring in-house employees or contractors Choose whether or not to offer generalized or specialized mobile services Understand the different types of contractors and where to find them Recognize the core components of successful mobile development firms Discover cheap and professional ways of creating an online presence Select a name that's attractive and conveys your core messaging Master the biggest platforms for contracting: Freelancer and Upwork Use advanced search techniques to find specialty contractors Create and organize a professional and effective portfolio Use uncommon techniques to grow your portfolio faster Utilize 15 different strategies to find and attract potential clients Create different types of proposals (using Proposify and Nusii) and understand when to use each Use ballpark estimates to strategically to close clients sooner Manage clients effectively and use your time efficiently Keep client retention rates high and minimize churn Sniff out a client's budget before they tell you Use advanced best practices to maintain your businesses growth Figure out the optimal pricing configuration for your rates Learn how to handle client meetings in person Make long term decisions about which clients to retain and which to lose Integrate Asana into your workflow to increase transparency and efficiency",Udemy,"iOS, Android Native (NDK)",4.4,1173,36205,16h 53m,60780,12.99,299056,"All Levels","Mobile Development","English, French, German, Indonesian, Italian, Polish, Spanish, Thai"
COURSE_161,"Architect Android apps with MVP, Dagger, Retrofit & RxJava",https://www.udemy.com/course/architect-android-apps-with-mvp-pattern-rxjava-dagger-retrofit-junit/,"Build and architect Android apps using MVP pattern Understand dependency injection and Dagger 2 Understand Gradle build system Understand unit testing and JUnit for Android apps Understand mocking objects using Mockito Understand type-safe REST API client called Retrofit Understand reactive programming and RxJava Understand the MVP UI pattern Understand how to migrate to RxJava 2 Understand Lambda syntax Understand how to update to a new Android Studio version Understand what the Diff Util is Understand how to refactor code",Udemy,"Android Studio, Android, MVP, Dagger, JUnit, RESTful API, UI",3.6,1008,3853,5h 30m,19800,12.99,299056,"All Levels","Mobile Development","English, French, German, Indonesian, Italian, Polish, Spanish, Thai"
COURSE_162,"Unity & C# - Build A Complete 2D Mobile Platformer Game",https://www.udemy.com/course/unity-2d-course-build-a-mobile-platformer-game-from-scratch/,"Create a mobile platformer from scratch to launch in Google Play Store Easily monetize your game with AdMob banner and interstitial ads Master Sixteen Popular Platformer Game Mechanics like Background Parallax, Breakable Crates, Coin Pickup Effects and more Create an animated 2D game character with behaviors like left/right movement, jump, fire bullets, pickup coins, crush enemies, water splash and more Design/Update levels 10x faster using my Unity asset: Level Designer Implement Level Locking/Unlocking with awarded stars showing below level buttons in the Level Select Menu Create and work with Prefabs Use the components of Unity 2d Physics like Rigidbody2d Work with Colliders and Collision Detection Understand best practices of Level Design Create Your Own 2D Player Controller Easily create and work with a custom binary database file Program useful gameobjects like GameController, AdsController, DataController etc using Singleton pattern Program enemy characters with basic AI Create a challenging boss battle Build & test your game on an Android device Deploy your finished game to Google Play store Best practices of working within Unity editor and C# scripting Take practice quizzes after every section",Udemy,"Android, C#",4.4,1045,20787,19h 4m,68640,13.99,322078,"All Levels","Mobile Development","English, French, German, Indonesian, Italian, Polish, Spanish, Thai"
COURSE_163,"The Complete Apple Watch Developer Course - Build 14 Apps",https://www.udemy.com/course/complete-apple-watch-developer-course/,"Build apps for Apple Watch Know how to code apps in Swift Learn all programming basics Be ready to move on to iPhone/iPad Development",Udemy,Swift,3.7,895,18540,17h 39m,63540,12.99,299056,"All Levels","Mobile Development","English, French, German, Indonesian, Italian, Polish, Spanish, Thai"
COURSE_164,"Learn Android Programming From Scratch - Basics",https://www.udemy.com/course/learn-android-programming-from-scratch-beta/,"By the end of the course you will be able to create Android applications based on your ideas Able to choose the best layout for your apps Learn the concept behind Android constructs Design your android app properly",Udemy,Android,3.9,908,91567,3h 8m,11280,12.99,299056,"Beginner Level","Mobile Development","English, French, German, Indonesian, Italian, Polish, Spanish, Thai"
COURSE_165,"The complete React Native course ( 2021 edition )",https://www.udemy.com/course/the-complete-react-native-course-create-beautiful-apps/,"You will learn the whole React Native building process, from your pc to your phone. Work with RNative and nosql databases like firebase. Learn how Redux works and apply it on React Native",Udemy,"React, React Native",4.6,1343,7713,42h 17m,152220,12.99,299056,"Beginner Level","Mobile Development","English, French, German, Indonesian, Italian, Polish, Spanish, Thai"
COURSE_166,"iOS 10 and Xcode 8 - Complete Swift 3 & Objective-C Course",https://www.udemy.com/course/ios-10-xcode-8/,"Full understanding of Xcode 8 and all it has to offer Learn how to program for IOS 10 to create your own apps Create fully featured games Be able to support all devices and screen sizes Full explanation of all objects and functions within IOS 10 development Develop in Objective-C and Swift 3 Earn revenue from your apps Start a new career",Udemy,"Swift, Objective C",4.5,849,4645,44h 45m,161100,12.99,299056,"Beginner Level","Mobile Development","English, French, German, Indonesian, Italian, Polish, Spanish, Thai"
COURSE_167,"React Native Expo from Beginner to Pro :: Also with MeteorJS",https://www.udemy.com/course/react-native-expo-from-beginner-to-pro-also-with-meteorjs/,"Build React Native Apps for iOS and Android Have a basic understanding of React and React Native Connect a MeteorJS server to a React Native app Use Expo components Use Native Base components",Udemy,"React, Android, React Native, iOS",4.3,885,39734,5h 14m,18840,16.99,391144,"Beginner Level","Mobile Development","English, French, German, Indonesian, Italian, Polish, Spanish, Thai"
COURSE_168,"The Essential Android O Developer Course (Java)",https://www.udemy.com/course/the-essential-android-o-developer-course-java/,"Create and Run your first mobile application Write Efficient and High Quality Android applications Understand how to compile and test Android Applications using Android Studio Learn all aspects of Android development from beginner topics to advanced Learn how to Design and Implement Graphical User Interfaces in Android Learn how to integrate databases into an android application to store persistent data Learn how to submit apps to the Google Play Store and generate revenue with ads and in-app purchases Learn about using Fragments for dynamic User Interfaces with multiple screen sizes Understand how to implement mobile apps using the Java Programming Language Learn Many more Android concepts!!!",Udemy,"Android, Android Studio, Java",4.1,882,32062,38h 44m,139440,12.99,299056,"All Levels","Mobile Development","English, French, German, Indonesian, Italian, Polish, Spanish, Thai"
COURSE_169,"iOS 12: Learn to Code & Build Real iOS 12 Apps in Swift 4.2",https://www.udemy.com/course/ios-12-learn-to-code/,"Build full-scale iOS 12 apps Become a Swift 4 programmer Submit your app to the App Store! Develop Augmented Reality apps using the newest ARKit 2 framework Develop CoreML 2 apps Learn how to build apps with Firebase Learn basic to intermediate iOS development",Udemy,"Firebase, Swift, iOS",4.5,899,5282,51h 50m,186600,12.99,299056,"All Levels","Mobile Development","English, French, German, Indonesian, Italian, Polish, Spanish, Thai"
COURSE_170,"Selenium WebDriver with Java -Basics to Advanced+Frameworks",https://www.udemy.com/course/selenium-real-time-examplesinterview-questions/,"*****By the end of this course,You will be Mastered on Selenium Webdriver with strong Core JAVA basics ****You will gain the ability to design PAGEOBJECT, DATADRIVEN&HYBRID Automation FRAMEWORKS from scratch *** InDepth understanding of real time Selenium CHALLENGES with 100 + examples *Complete knowledge on TestNG, MAVEN,ANT, JENKINS,LOG4J, CUCUMBER, HTML REPORTS,EXCEL API, GRID PARALLEL TESTING *We have 5 dedicated TRAINERS who can help in answering students queries along with resume,Interview preparation with Job assistance "Additional knowledge to understand Mobile Testing Database testing and Performance testing with Selenium You will be in a position to pick any website over internet and can automate it with all the possible test cases You will improve your coding skills in writing best optmized code for Automating testcases "Last but not least" you can clear any Interview and can Lead Entire Selenium Automation Project from Design Stage You should be able to verify Data Integrity with the GUI of the application You will be able to create GREAT LOOKING REPORTS to impress Clients Deeper understanding of Automation guidelines and code quality standards Includes a Practice Website to play around with all available Web driver functions to automate",Udemy,"HTML, API, Java, Selenium Webdriver, Jenkins, Selenium, Apache Maven, TestNG, UI",4.6,88950,277272,54h 29m,196140,16.99,391144,"All Levels","Software Testing","English, French, German, Indonesian, Italian, Polish, Spanish, Thai"
COURSE_171,"Selenium WebDriver Training with Java & Many Live Frameworks",https://www.udemy.com/course/selenium-training/,"****By the End of the course you will be as much trained to automate any web based application using Selenium***** *****You will be working on many Live projects, Design complex frameworks and Design interactive Reports using ReportNG, XSLT, Extent Reports etc***** *****You should be able to work with utilities like: ANT, MAVEN, JENKINS, DOCKERS, GRID for Parallel Execution, LOG4J API, JAVAMAIL API, APACHE POI API, JDBC Connection for Database Testing etc**** ****Many pdf files, course code & other reference material will be provided along with the video lectures***** ****By the end of the course you should be able to Master Selenium Automation & crack any interview***** By the end of this course you should be able to design major frameworks from scratch like: Data Driven, Keyword Driven, Hybrid, Page Object Model, Page Factories, CucumberBDD etc You should be able to justify 2-3 years of your existing experience in Selenium You should be able to work on Live Projects, Manipulate complex Xpath, CSS and important locators Many pdf files, course code and other reference material will be provided along with the video lectures",Udemy,"CSS, Cucumber, Data Driven, Jenkins, Apache POI, Selenium, Apache Log4j, API, Docker, Apache Maven, Selenium",4.5,16162,146913,132h 30m,477000,12.99,299056,"All Levels","Software Testing","English, French, German, Indonesian, Italian, Polish, Spanish, Thai"
COURSE_172,"Rest API Testing (Automation) from Scratch-Rest Assured Java",https://www.udemy.com/course/rest-api-automation-testing-rest-assured/,"By end of this course,You will get complete knowledge on REST API Automation testing You will be able to DESIGN and IMPLEMENT structured API AUTOMATION FRAMEWORKS with REST Assured API In-depth understanding of REST API Automation using RestAssured with real time examples Thorough knowledge on REST Manual testing tools like POSTMAN with many Practise API's demo ***** We have dedicated INSTRUCTORS to help you with queries within 24 HOURS, resume preparation, Interview questions Additional knowledge on generating excellent client reports for API Test execution results",Udemy,"RESTful API",4.6,26403,117764,24h 27m,88020,12.99,299056,"All Levels","Software Testing","English, French, German, Indonesian, Italian, Polish, Spanish, Thai"
COURSE_173,"WebServices/Rest API Testing with SoapUI +Real time Projects",https://www.udemy.com/course/webservices-testing-with-soap-ui/,"At the end of this Course you will get complete knowledge on Web services,API and their functionality You will learn How to test Webservices and REST API using SoapUI You will be able to develop robust Automation scripts for all the API tests using SoapUI features You will learn new language called groovy to automate webservices with SoapUI inbuilt methods You will be able to develop robust automation Framework forAPI's testcases You will understand the importance and procedure of Mocking the webservices You will learn basic sql concepts and procedure for database testing using SoapUI Will get clear picture on Security Testing using SoapUI You will understand how to generate neat reports for execution results",Udemy,"RESTful API, UI",4.5,15166,74802,15h 15m,54900,12.99,299056,"All Levels","Software Testing","English, French, German, Indonesian, Italian, Polish, Spanish, Thai"
COURSE_174,"Appium -Mobile Testing (Android/IOS) from Scratch+Frameworks",https://www.udemy.com/course/mobile-automation-using-appiumselenium-3/,"By the end of this course you will be able to automate any (Native,Hybrid,Web) Apps in Android/IOS using Appium Thorough Understanding on Appium best practices and reusable utilities for automating Apps on both Real devices and Emulators Design the Industry Standard Mobile framework from Scratch which is compatible for both Android and IOS Platforms Implement end to end CI/CD pipeline from scratch using Appium with all framework features like logging, reporting etc Design Appium Framework with open source technologies like Learn Maven, TestNG, Jenkins, JUnit, Git, Extent Reports and Apache Log4J2 Automate Mobile Browsers like Chrome & Safari with Appium WebDriver Library under hood You will know the coding standards in writing the most optimized Mobile Automation Scripts You will be able to create GREAT LOOKING REPORTS using the best advanced REPORTING TOOL "Last but not least" you can clear any Interview and can Lead Entire Appium Automation Project from Design Stage",Udemy,"Scratch, Android, JUnit, Appium, Jenkins, Apache Log4j, TestNG, Apache Maven, Git, React Native, CI/CD",4.5,15063,80958,29h 2m,104520,12.99,299056,"All Levels","Software Testing","English, French, German, Indonesian, Italian, Polish, Spanish, Thai"
COURSE_175,"Learn JMETER from Scratch on Live Apps -Performance Testing",https://www.udemy.com/course/learn-jmeter-from-scratch-performance-load-testing-tool/,"At the end of this Course you will be able to understand how to put Load on Web applciations and REST API's You will get clear idea on all the features available in Jmeter tool to write load testcases Will gain knowledge on monitoring the application performance with the given load You will complete knowledge on Jmeter addin plugins to make reports more effective Integration of Selenium with Jmeter Will understand Beanshell Scripting basics for Jmeter",Udemy,"Beanshell, RESTful API, Selenium",4.4,12484,62950,9h 56m,35760,12.99,299056,"All Levels","Software Testing","English, French, German, Indonesian, Italian, Polish, Spanish, Thai"
COURSE_176,"Robot Framework Test Automation - Level 1 ( Selenium )",https://www.udemy.com/course/robot-framework-level-1/,"Install & configure the Robot Framework test automation tool plus libraries like Selenium, API, database, and more Create & run your first Robot Framework test automation script (Selenium Webdriver example) Understand the basics of many Robot Framework test automation libraries (Selenium Webdriver, API, Database, XML, Files, etc.) Use the page object pattern to create more reusable, easier to interpret test automation scripts Run/execute Robot Framework automated tests in many different ways, including from a command window, batch files, Jenkins, and Windows task scheduler Create user defined keywords to express your tests in business domain terms instead of cryptic Selenium Webdriver code",Udemy,"Selenium, Jenkins, API, Selenium Webdriver",4.4,8851,35553,6h 26m,23160,12.99,299056,"Beginner Level","Software Testing","English, French, German, Indonesian, Italian, Polish, Spanish, Thai"
COURSE_177,"GCP: Complete Google Data Engineer and Cloud Architect Guide",https://www.udemy.com/course/gcp-data-engineer-and-cloud-architect/,"Deploy Managed Hadoop apps on the Google Cloud Build deep learning models on the cloud using TensorFlow Make informed decisions about Containers, VMs and AppEngine Use big data technologies such as BigTable, Dataflow, Apache Beam and Pub/Sub",Udemy,"Apache Beam, Google Cloud, Tensorflow, Cloud Dataflow, Apache Hadoop",4.3,7016,48168,27h 51m,100260,12.99,299056,"All Levels","Software Testing","English, French, German, Indonesian, Italian, Polish, Spanish, Thai"
COURSE_178,"Master Software Testing+Jira+Agile on Live App-Be a TeamLead",https://www.udemy.com/course/learn-software-testing-in-practical-become-a-qa-expert/,"Crystal clear understanding on how Software Projects are handled in real time with Live examples In Depth understanding of current Software Testing methodologies with Manual testing tools followed in the Industry Understand JIRA and Bugzilla tools from Scratch with Live project demonstration Thorough knowledge on latest Practices like Agile scrum, SDLC, Testdriven, Behaviour driven approaches Strong exposure on designing test cases and defect life cycle process Complete knowledge on QA process starting from requirement gathering to Project delivery Testing types and their real time usages in Projects at different stages Basic knowledge of SQL",Udemy,"Agile, Scrum, Jira, SQL, Scratch",4.5,13945,62524,10h 18m,37080,12.99,299056,"All Levels","Software Testing","English, French, German, Indonesian, Italian, Polish, Spanish, Thai"
COURSE_179,"Selenium WebDriver With Python 3.x - Novice To Ninja",https://www.udemy.com/course/selenium-webdriver-with-python3/,"***** At the end of this course, you will have detailed understanding of Web Automation Frameworks You will be able to EXPLAIN, DESIGN and IMPLEMENT structured AUTOMATION FRAMEWORKS ***** You should be able to lead any Selenium Automation Project on your own You will have required skills to automate any web application You will be able to get hands on Python Programming Language ***** You will be able to understand and write efficient testing code You will be able to perform CROSS-BROWSER testing You will have good understanding of Unittest and Pytest Frameworks If you are looking for a job, with all this great knowledge you should be easily able to clear Selenium Automation interviews",Udemy,"Selenium, Python",4.5,5947,27357,30h 54m,111240,12.99,299056,"All Levels","Software Testing","English, French, German, Indonesian, Italian, Polish, Spanish, Thai"
COURSE_180,"Build+Deploy+Test with Jenkins 2.0",https://www.udemy.com/course/working-with-jenkins/,"Understand what Jenkins 2.0 is Understand Jenkins 2.0 freestyle project Understand Jenkins 2.0 pipeline projects Working with both Java and .Net project Working with Agents Working with Docker cross browser testing",Udemy,"Docker, Jenkins, Java, .Net",4.3,5763,73612,6h 28m,23280,29.99,69043,"All Levels","Software Testing","English, French, German, Indonesian, Italian, Polish, Spanish, Thai"
